hotel_id,name,kind,stars_num,city_id,city_name,region,lat,lon,addr_street,phone,website
3167045-lassietta-001805,L'Assietta,hotel,,3167045,Sauze d'Oulx,Piemonte,45.0271927,6.8583347,Piazza Assietta,,
3167046-hotel-cima-del-bosco-001806,Hotel Cima del Bosco,hotel,,3167046,Sauze di Cesana,Piemonte,44.9395363,6.8598435,Via Sestriere,,
3167049-albergo-neider-001807,Albergo Neider,hotel,1.0,3167049,Sauris di Sopra,Friuli-Venezia Giulia,46.4673506,12.6841347,,+39 0433 86098,
3167049-bed-and-breakfast-pa-mairlan-001808,Bed and Breakfast Pa' Mairlan,guest_house,,3167049,Sauris di Sopra,Friuli-Venezia Giulia,46.4670916,12.6826804,,+39 0433 86009,
3167050-garni-plueme-001809,Garnì Plueme,guest_house,3.0,3167050,Sauris di Sotto,Friuli-Venezia Giulia,46.464686,12.7093517,,+39 0433 866374,
3167051-agriturismo-pian-di-cataverna-001810,Agriturismo Pian di Cataverna,hotel,,3167051,Saturnia,Toscana,42.6736461,11.5240924,Località Pian di Cataverna,,
3167062-albergo-triana-e-tyche-001811,Albergo Triana e Tyche,hotel,,3167062,Sasso Marconi,Emilia-Romagna,44.3973966,11.248373,Viale John Fitzgerald Kennedy,,
3167062-b-b-nova-arbora-001812,B&B Nova Arbora,guest_house,,3167062,Sasso Marconi,Emilia-Romagna,44.3650284,11.2869725,Via di Badolo,,
3167062-b-b-prati-di-mugnano-001813,B&B Prati di Mugnano,guest_house,,3167062,Sasso Marconi,Emilia-Romagna,44.3896416,11.2742231,Via Vizzano,,
3167062-codivilla-001814,Codivilla,guest_house,,3167062,Sasso Marconi,Emilia-Romagna,44.3922902,11.1986629,Via Lagune,,
3167062-la-bettola-001815,La Bettola,hotel,,3167062,Sasso Marconi,Emilia-Romagna,44.3980722,11.2471389,Via Porrettana,,
3167062-locanda-cinque-cerri-001816,Locanda Cinque Cerri,guest_house,,3167062,Sasso Marconi,Emilia-Romagna,44.3583861,11.2644801,Via Setta,,
3167068-agriturismo-podere-coldifico-001817,Agriturismo Podere Coldifico,guest_house,,3167068,Sassoferrato,Marche,43.4284405,12.8352717,Località Coldifico,,
3167068-bed-and-breakfast-il-salvi-001818,Bed and Breakfast il Salvi,apartment,,3167068,Sassoferrato,Marche,43.4308005,12.8561068,Via Donato Bramante,,
3167068-casa-tartufo-001819,Casa Tartufo,apartment,,3167068,Sassoferrato,Marche,43.5038128,12.8435617,Località Bosco Rotondo,,
3167068-casa-vacanze-il-tiglio-001820,Casa Vacanze Il Tiglio,guest_house,,3167068,Sassoferrato,Marche,43.4414939,12.8722095,Località Sassetello,,
3167068-casa-vacanze-lilliput-001821,Casa Vacanze Lilliput,guest_house,,3167068,Sassoferrato,Marche,43.4376356,12.8688706,Via La Pace,,
3167068-il-sogno-di-tino-residenza-depoca-001822,Il Sogno di Tino - Residenza d'epoca,guest_house,,3167068,Sassoferrato,Marche,43.5076555,12.8667211,Via Croce,,
3167068-la-casa-di-francesco-001823,La casa di Francesco,guest_house,,3167068,Sassoferrato,Marche,43.4362422,12.859674,Via Bentivoglio,,
3167068-residenza-damelio-001824,Residenza d'Amelio,guest_house,,3167068,Sassoferrato,Marche,43.5069597,12.8696632,Via Massa,,
3167068-vicolo-santa-chiara-appartamenti-turisti-001825,Vicolo Santa Chiara Appartamenti Turistici,guest_house,,3167068,Sassoferrato,Marche,43.4359701,12.8591904,Vicolo Santa Chiara,,
3167072-il-rifugio-nel-bosco-001826,Il rifugio nel bosco,alpine_hut,,3167072,Sasso di Castalda,Basilicata,40.5060475,15.7211846,,,
3167091-pian-delle-more-001827,Pian delle More,guest_house,,3167091,Sassetta,Toscana,43.1331502,10.6529528,Via del Corsoio,,
3167092-agriturismo-cascina-cornelli-001828,Agriturismo Cascina Cornelli,guest_house,,3167092,Sassello,Liguria,44.5054702,8.5174535,Via Bella di Pianale,,
3167092-albergo-delfino-001829,Albergo Delfino,hotel,1.0,3167092,Sassello,Liguria,44.4865434,8.5487086,Via Palo Chiesa,+39 391 701 0176,
3167092-pensione-sciatori-001830,Pensione Sciatori,guest_house,,3167092,Sassello,Liguria,44.46859,8.5593045,Località Alberola,,
3167096-agriturismo-cristina-001831,Agriturismo Cristina,guest_house,,3167096,Sassari,Sardegna,40.7470385,8.3444813,Via Monte casteddu,,
3167096-al-duomo-001832,Al Duomo,guest_house,,3167096,Sassari,Sardegna,40.7277914,8.5592919,Via al Duomo,,
3167096-b-b-casa-flora-001833,B&B Casa Flora,guest_house,,3167096,Sassari,Sardegna,40.7229712,8.5588291,Via Francesco Porcellana,,
3167096-hotel-grazia-deledda-001834,Hotel Grazia Deledda,hotel,,3167096,Sassari,Sardegna,40.7186533,8.5664183,Viale Dante Alighieri,,
3167096-hotel-marini-001835,Hotel Marini,hotel,,3167096,Sassari,Sardegna,40.7155919,8.5835674,Via Nenni,,
3167104-hotel-al-santandrea-001836,Hotel al Sant'Andrea,hotel,3.0,3167104,Sarzana,Liguria,44.1039145,9.9645419,Via Variante Aurelia,,
3167109-agriturismo-moggiano-001837,Agriturismo Moggiano,hotel,,3167109,Sarteano,Toscana,43.0052718,11.8777094,Via Moggiano,,
3167109-albergo-santa-chiara-001838,Albergo Santa Chiara,hotel,,3167109,Sarteano,Toscana,42.9911069,11.8710734,Costa Santa Chiara,,
3167109-le-tre-chiavi-rooms-in-sarteano-001839,Le Tre Chiavi - Rooms in Sarteano,guest_house,,3167109,Sarteano,Toscana,42.9907068,11.8714416,Via del Sole,,
3167109-palazzo-pio-iii-001840,Palazzo Pio III,hotel,,3167109,Sarteano,Toscana,42.9898381,11.8684206,Via dei Goti,,
3167109-villa-alcova-001841,Villa Alcova,guest_house,,3167109,Sarteano,Toscana,42.9836671,11.8818436,Via Alcova,,
3167113-hotel-cyrano-001842,Hotel Cyrano,hotel,,3167113,Saronno,Lombardia,45.6225574,9.0364551,Via Quattro Novembre,,
3167113-hotel-della-rotonda-001843,Hotel della Rotonda,hotel,4.0,3167113,Saronno,Lombardia,45.6222713,9.0170261,Via Novara,,
3167113-il-viandante-001844,Il Viandante,guest_house,,3167113,Saronno,Lombardia,45.6302673,9.0285977,Via Tommaso Grossi,,
3167117-agriturismo-cascina-oglio-001845,Agriturismo Cascina Oglio,guest_house,,3167117,Sarnico,Lombardia,45.6641297,9.9400269,Località Fosio,,
3167119-hotel-ristorante-la-marchigiana-001846,Hotel Ristorante La Marchigiana,hotel,3.0,3167119,Sarnano,Marche,43.0414214,13.2885086,Contrada Campanotico,,
3167152-tirreno-hotel-001847,"""Tirreno"" Hotel",hotel,4.0,3167152,Sapri,Campania,40.0735797,15.6287128,Corso Italia,,
3167162-albergo-aurora-001848,Albergo Aurora,hotel,3.0,3167162,San Zeno di Montagna,Veneto,45.6306685,10.7253869,Via Pineta Sperane,,
3167162-albergo-belvedere-001849,Albergo Belvedere,hotel,3.0,3167162,San Zeno di Montagna,Veneto,45.6269763,10.7312352,Via Pineta Sperane,,
3167162-albergo-centrale-001850,Albergo Centrale,hotel,1.0,3167162,San Zeno di Montagna,Veneto,45.6362367,10.7309917,Contrada Cà Sartori,,
3167162-ca-perdinci-001851,Cà Perdinci,apartment,,3167162,San Zeno di Montagna,Veneto,45.6388882,10.7322722,Via Cà Montagna,,
3167162-hotel-bellavista-001852,Hotel Bellavista,hotel,,3167162,San Zeno di Montagna,Veneto,45.6383721,10.7324849,Contrada Cà Montagna,,
3167162-hotel-diana-001853,Hotel Diana,hotel,4.0,3167162,San Zeno di Montagna,Veneto,45.6398415,10.7346263,Contrada Cà Montagna,,
3167162-hotel-montebaldina-001854,Hotel Montebaldina,hotel,,3167162,San Zeno di Montagna,Veneto,45.6284617,10.7560704,Via Lumini,,
3167162-hotel-san-zeno-001855,Hotel San Zeno,hotel,,3167162,San Zeno di Montagna,Veneto,45.6445397,10.7366047,Contrada Castello,,
3167162-park-hotel-jolanda-001856,Park Hotel Jolanda,hotel,3.0,3167162,San Zeno di Montagna,Veneto,45.6339145,10.7272571,Via degli Alpini,,
3167164-agritur-ciastel-001857,Agritur Ciastel,guest_house,,3167164,Sanzeno,Trentino-Alto Adige/Südtirol,46.3759126,11.0764195,Piazza del Ciastel,,
3167164-hotel-casez-001858,Hotel Casez,hotel,,3167164,Sanzeno,Trentino-Alto Adige/Südtirol,46.374717,11.0766747,Strada di Dambel,,
3167164-il-nido-dei-sogni-di-marco-paseri-001859,Il Nido dei Sogni di Marco Paseri,guest_house,,3167164,Sanzeno,Trentino-Alto Adige/Südtirol,46.3687652,11.0791328,Via della Trazzia,,
3167180-b-b-la-porta-accanto-001860,B&B La Porta Accanto,motel,,3167180,San Vito di Leguzzano,Veneto,45.675161,11.3504612,Via Gonzi,,
3167182-b-b-casa-licheri-001861,B&B Casa Licheri,guest_house,,3167182,San Vito,Veneto,39.4429388,9.545225,Via Alfonso Lamarmora,,
3167182-hotel-cima-belpra-001862,Hotel Cima Belpra,hotel,3.0,3167182,San Vito,Veneto,46.4738491,12.2037055,Via P.F. Calvi,,
3167182-hotel-ristorante-elisabeth-001863,Hotel Ristorante Elisabeth,hotel,2.0,3167182,San Vito,Veneto,39.3593189,9.5597392,Via Indipendenza,,
3167184-trullo-alessandro-et-villa-raffaela-001864,Trullo Alessandro et Villa Raffaela,apartment,,3167184,San Vito dei Normanni,Puglia,40.6862273,17.7440773,Contrada mondescine,,
3167185-b-b-casale-borga-001865,B&B Casale Borga,guest_house,,3167185,San Vito Chietino,Abruzzo,42.2900895,14.4645617,,,
3167185-b-b-golfo-degli-aranci-001866,B&B Golfo degli Aranci,guest_house,,3167185,San Vito Chietino,Abruzzo,42.2901539,14.4737194,,,
3167185-luca-da-oriente-001867,Luca da Oriente,guest_house,,3167185,San Vito Chietino,Abruzzo,42.3039549,14.4461629,Via Orientale,,
3167194-b-b-casa-licheri-001868,B&B Casa Licheri,guest_house,,3167194,San Vito,Lombardia,39.4429388,9.545225,Via Alfonso Lamarmora,,
3167194-hotel-ristorante-elisabeth-001869,Hotel Ristorante Elisabeth,hotel,2.0,3167194,San Vito,Lombardia,39.3593189,9.5597392,Via Indipendenza,,
3167195-b-b-casa-licheri-001870,B&B Casa Licheri,guest_house,,3167195,San Vito,Emilia-Romagna,39.4429388,9.545225,Via Alfonso Lamarmora,,
3167195-hotel-ristorante-elisabeth-001871,Hotel Ristorante Elisabeth,hotel,2.0,3167195,San Vito,Emilia-Romagna,39.3593189,9.5597392,Via Indipendenza,,
3167198-b-b-casa-licheri-001872,B&B Casa Licheri,guest_house,,3167198,San Vito,Umbria,39.4429388,9.545225,Via Alfonso Lamarmora,,
3167198-hotel-ristorante-elisabeth-001873,Hotel Ristorante Elisabeth,hotel,2.0,3167198,San Vito,Umbria,39.3593189,9.5597392,Via Indipendenza,,
3167200-b-b-casa-licheri-001874,B&B Casa Licheri,guest_house,,3167200,San Vito,Puglia,39.4429388,9.545225,Via Alfonso Lamarmora,,
3167200-hotel-ristorante-elisabeth-001875,Hotel Ristorante Elisabeth,hotel,2.0,3167200,San Vito,Puglia,39.3593189,9.5597392,Via Indipendenza,,
3167207-agriturismo-podere-lagave-001876,agriturismo Podere l'Agave,guest_house,,3167207,San Vincenzo,Toscana,43.0902101,10.560549,Strada di San Bartolo,,
3167207-hotel-delfino-001877,Hotel Delfino,hotel,,3167207,San Vincenzo,Toscana,43.0939934,10.5386279,Via Cristoforo Colombo,,
3167214-agriturismo-casa-greppo-001878,Agriturismo Casa Greppo,hotel,,3167214,San Venanzo,Marche,42.8780753,12.2857325,Strada provinciale San Venanzo-Fratta Todina,,
3167215-agriturismo-casa-greppo-001879,Agriturismo Casa Greppo,hotel,,3167215,San Venanzo,Umbria,42.8780753,12.2857325,Strada provinciale San Venanzo-Fratta Todina,,
3167222-aktiv-familienchalet-harmonie-001880,Aktiv & Familienchalet Harmonie,apartment,,3167222,San Valentino alla Muta,Trentino-Alto Adige/Südtirol,46.7601405,10.5383701,Waldweg - Via del Bosco,,
3167222-hotel-hofer-001881,Hotel Hofer,hotel,,3167222,San Valentino alla Muta,Trentino-Alto Adige/Südtirol,46.7677679,10.5327254,Kirchgasse - Via Chiesa,,
3167239-green-station-001882,Green Station,hostel,,3167239,San Stino di Livenza,Veneto,45.7213106,12.6830724,Via Stazione,,
3167242-residenza-la-torre-001883,Residenza La Torre,hotel,,3167242,Santo Stefano di Sessanio,Abruzzo,42.3440225,13.6435185,Via Sotto gli Archi,,
3167242-sextantio-albergo-diffuso-santo-stefano--001884,Sextantio Albergo Diffuso Santo Stefano di Sessanio,hotel,,3167242,Santo Stefano di Sessanio,Abruzzo,42.3441095,13.6444777,Via Principe Umberto,,
3167249-agriturismo-cascina-larche-001885,Agriturismo Cascina L'Arché,guest_house,,3167249,Santo Stefano Belbo,Piemonte,44.7289085,8.2498905,Località Vogliere,,
3167267-giardino-dei-frutti-001886,Giardino dei Frutti,guest_house,,3167267,Santo Spirito,Puglia,41.1607732,16.757,Via Lippolis,,
3167267-la-finestra-sul-mare-001887,La Finestra sul Mare,apartment,,3167267,Santo Spirito,Puglia,41.1641595,16.7561551,Lungomare Cristoforo Colombo,,
3167267-la-finestrella-001888,La Finestrella,guest_house,,3167267,Santo Spirito,Puglia,41.1642262,16.7526054,Largo Cristoforo Colombo,,
3167296-agriturismo-samsara-001889,Agriturismo Samsara,guest_house,,3167296,Sant'Ippolito,Marche,43.7011479,12.8780966,Via Laghi,,
3167296-la-valle-del-sole-country-house-001890,La Valle del Sole Country House,guest_house,,3167296,Sant'Ippolito,Marche,43.6810904,12.8717585,Via Fontanelle,,
3167296-le-fontanelle-country-house-001891,Le Fontanelle Country House,guest_house,,3167296,Sant'Ippolito,Marche,43.6822192,12.861817,Via Fontanelle,,
3167296-the-bubble-retreat-marche-001892,The Bubble Retreat Marche,hotel,,3167296,Sant'Ippolito,Marche,43.6649768,12.8727873,Viale della Resistenza,,
3167314-amici-della-via-francigena-001893,Amici della Via Francigena,hostel,,3167314,Santhià,Piemonte,45.3664168,8.1744426,Via Madonnetta,,
3167314-giusy-gabry-001894,Giusy & Gabry,guest_house,,3167314,Santhià,Piemonte,45.3695116,8.1648414,Via Ugo Foscolo,,
3167314-il-passatempo-di-enrica-001895,Il Passatempo di Enrica,guest_house,2.0,3167314,Santhià,Piemonte,45.3934864,8.2392096,,,
3167320-hotel-albergo-ristorante-di-nardo-e-vita-001896,Hotel Albergo Ristorante Di Nardo E Vitali,hotel,,3167320,Sant'Eufemia a Maiella,Abruzzo,42.1254329,14.0276755,Via Guglielmo Marconi,+39 085 920117,
3167320-la-dimora-di-maja-001897,La Dimora di Maja,guest_house,,3167320,Sant'Eufemia a Maiella,Abruzzo,42.1233247,14.0279934,Via Sant'Eufemia,,
3167320-le-dimore-di-angelo-001898,Le Dimore di Angelo,guest_house,,3167320,Sant'Eufemia a Maiella,Abruzzo,42.1248734,14.0284447,Via Municipale,,
3167323-hotel-stella-marina-001899,Hotel Stella Marina,hotel,,3167323,San Terenzo,Liguria,44.0848998,9.8941643,Via Giuseppe Garibaldi,,
3167329-baglioni-resort-sardegna-001900,Baglioni Resort Sardegna,hotel,,3167329,San Teodoro,Sardegna,40.8218841,9.6761213,Via Tavolara,,
3167329-hotel-lesagono-001901,Hotel l'Esagono,hotel,,3167329,San Teodoro,Sardegna,40.7700296,9.6820698,Via Cala D'Ambra,,
3167329-hotel-sandalyon-001902,Hotel Sandalyon,hotel,,3167329,San Teodoro,Sardegna,40.7803379,9.671401,Via del Tirreno,,
3167329-hotel-scintilla-001903,Hotel Scintilla,hotel,3.0,3167329,San Teodoro,Sardegna,40.7800236,9.6722674,Via di Lu Rattali,,
3167329-residence-harbour-001904,Residence Harbour,hotel,,3167329,San Teodoro,Sardegna,40.7764655,9.6730867,,,
3167333-agriturismo-fonte-rossa-001905,Agriturismo Fonte Rossa,guest_house,,3167333,Sant'Elpidio a Mare,Marche,43.2342493,13.6936006,Via Tevere,,
3167352-hotel-castello-di-santa-vittoria-001906,Hotel Castello di Santa Vittoria,hotel,,3167352,Santa Vittoria d'Alba,Piemonte,44.6960324,7.9308359,Via Cagna,,
3167357-mitterhof-apartments-001907,Mitterhof Apartments,guest_house,,3167357,Santa Valburga,Trentino-Alto Adige/Südtirol,46.5504375,10.992945,Mitterhoferbergstr.,,
3167357-niederhaushof-urlaub-auf-dem-bauernhof-001908,Niederhaushof - Urlaub auf dem Bauernhof,guest_house,,3167357,Santa Valburga,Trentino-Alto Adige/Südtirol,46.5569677,10.9952292,Niederhaus,,
3167359-affittacamere-lu-canaloni-001909,affittacamere lu canaloni,guest_house,,3167359,Santa Teresa Gallura,Sardegna,41.2427988,9.1905147,Via Roma,,
3167359-agricamping-petra-di-cossu-001910,Agricamping Petra di Cossu,camp_site,,3167359,Santa Teresa Gallura,Sardegna,41.1922904,9.1921362,Via Petra Di Còssu,+393283246914,
3167359-club-esse-shardana-001911,Club Esse Shardana,hotel,4.0,3167359,Santa Teresa Gallura,Sardegna,41.2309733,9.1667655,Via Orsa Minore,,
3167359-hotel-corallaro-001912,Hotel Corallaro,hotel,4.0,3167359,Santa Teresa Gallura,Sardegna,41.2434438,9.1882675,,,
3167359-hotel-da-cecco-001913,Hotel Da Cecco,hotel,,3167359,Santa Teresa Gallura,Sardegna,41.2430258,9.1929656,,,
3167359-mangias-santa-teresa-sardinia-curio-coll-001914,"Mangia's Santa Teresa Sardinia, Curio Collection by Hilton",hotel,,3167359,Santa Teresa Gallura,Sardegna,41.2219631,9.1666527,Via Antares,,
3167363-albergo-pini-001915,Albergo Pini,hotel,3.0,3167363,Santa Sofia,Emilia-Romagna,43.9078225,11.7944518,Via della Madonna,+39 0543 980250,
3167363-hotel-leonardo-001916,Hotel Leonardo,hotel,3.0,3167363,Santa Sofia,Emilia-Romagna,43.9013558,11.784962,Strada Lago,+39 0543 980015,
3167363-il-vecchio-comune-001917,Il Vecchio Comune,apartment,,3167363,Santa Sofia,Emilia-Romagna,43.9456771,11.9116639,Piazza Curiel,,
3167363-lo-scoiattolo-001918,Lo Scoiattolo,hotel,,3167363,Santa Sofia,Emilia-Romagna,43.8721139,11.7447134,Via Centro,+39 0543 980052,
3167373-il-gattopardo-001919,Il Gattopardo,hotel,,3167373,Santarcangelo,Emilia-Romagna,40.2564609,16.2719935,Via S. Di Giacomo,,
3167373-il-villino-001920,Il Villino,hotel,,3167373,Santarcangelo,Emilia-Romagna,44.0651834,12.4433645,Via Costantino Ruggeri,,
3167374-il-gattopardo-001921,Il Gattopardo,hotel,,3167374,Sant'Arcangelo,Basilicata,40.2564609,16.2719935,Via S. Di Giacomo,,
3167416-aldiola-country-resort-001922,Aldiola Country Resort,hotel,,3167416,Sant'Antonio di Gallura,Sardegna,41.0139816,9.2868424,,,
3167446-la-masseria-001923,La Masseria,guest_house,,3167446,Sant'Angelo in Formis,Campania,41.1103208,14.2553004,Via Mario Silla,,
3167479-appartments-niederrutzner-001924,Appartments Niederrutzner,apartment,,3167479,Sant'Andrea in Monte,Trentino-Alto Adige/Südtirol,46.6961609,11.6855718,Seilbahnstraße - Via della Funivia,,
3167479-garni-amalia-001925,Garni Amalia,guest_house,,3167479,Sant'Andrea in Monte,Trentino-Alto Adige/Südtirol,46.6991713,11.6748496,Dorfstraße 28,,
3167479-huber-zu-dorf-001926,Huber zu Dorf,guest_house,,3167479,Sant'Andrea in Monte,Trentino-Alto Adige/Südtirol,46.7039625,11.6769527,,+39 331 6464292;+39 329 3431866,
3167504-agriturismo-zafferano-e-dintorni-001927,Agriturismo Zafferano e Dintorni,guest_house,,3167504,Sant'Anatolia di Narco,Umbria,42.7419042,12.8409325,,,
3167520-albergo-miramare-001928,Albergo Miramare,hotel,,3167520,Santa Marinella,Lazio,42.0355321,11.8635052,Via Francesco Crispi,,
3167561-the-moon-guest-house-suite-001929,The Moon guest house & suite,apartment,,3167561,Santa Maria Capua Vetere,Campania,41.0737602,14.2503044,Via G. Iodice,,
3167567-il-ramaiolo-bed-and-breakfast-001930,Il Ramaiolo Bed And Breakfast,guest_house,,3167567,Santa Maria a Monte,Toscana,43.6922917,10.6965089,Via Francesca,+39 338 3809238,
3167595-b-b-villa-gnocchi-001931,B&B Villa Gnocchi,guest_house,,3167595,Santa Margherita Ligure,Liguria,44.3385803,9.1906701,Via Romana,+39 0185 283431,
3167595-hotel-annabella-001932,Hotel Annabella,hotel,1.0,3167595,Santa Margherita Ligure,Liguria,44.3342315,9.2096738,Via Costasecca,,
3167595-hotel-argentina-001933,Hotel Argentina,hotel,,3167595,Santa Margherita Ligure,Liguria,44.311245,9.2086212,Via Paraggi a monte,,
3167595-nuova-riviera-001934,Nuova Riviera,hotel,1.0,3167595,Santa Margherita Ligure,Liguria,44.3343718,9.2088234,Via Belvedere,+39 0185 287403,
3167605-la-mandragola-001935,La Mandragola,camp_site,,3167605,Santa Lucia,Emilia-Romagna,40.5798679,9.7750572,Viale Dei Pini,,
3167616-la-mandragola-001936,La Mandragola,camp_site,,3167616,Santa Lucia,Puglia,40.5798679,9.7750572,Viale Dei Pini,,
3167617-cala-pineta-001937,Cala Pineta,camp_site,,3167617,Santa Lucia,Sardegna,40.5696865,9.7858576,Strada Statale 125 Orientale Sarda,,
3167617-la-mandragola-001938,La Mandragola,camp_site,,3167617,Santa Lucia,Sardegna,40.5798679,9.7750572,Viale Dei Pini,,
3167632-alpha-001939,Alpha,hotel,4.0,3167632,Sant'Agnello,Campania,40.6336525,14.3973079,Viale dei Pini,,
3167632-gargiulo-resort-001940,Gargiulo Resort,hotel,,3167632,Sant'Agnello,Campania,40.6192352,14.4088812,Via Nastro d'Argento,,
3167632-grand-hotel-la-pace-001941,Grand Hotel La Pace,hotel,5.0,3167632,Sant'Agnello,Campania,40.62458,14.4010873,Via Tordara,,
3167632-grand-hotel-parco-del-sole-001942,Grand Hotel Parco del Sole,hotel,,3167632,Sant'Agnello,Campania,40.6288289,14.3947135,Corso Italia,,
3167632-hotel-caravel-001943,Hotel Caravel,hotel,4.0,3167632,Sant'Agnello,Campania,40.6327745,14.3921502,Corso Marion Crawford,,
3167632-hotel-corallo-001944,Hotel Corallo,hotel,5.0,3167632,Sant'Agnello,Campania,40.6351832,14.3906845,Via Nuovo Rione Cappuccini,,
3167632-hotel-cristina-001945,Hotel Cristina,hotel,,3167632,Sant'Agnello,Campania,40.6286464,14.3929119,Via Privata Rubinacci,,
3167632-hotel-florida-001946,Hotel Florida,hotel,3.0,3167632,Sant'Agnello,Campania,40.6313568,14.3894841,Vico Primo Rota,,
3167632-hotel-isabella-001947,Hotel Isabella,hotel,,3167632,Sant'Agnello,Campania,40.6315776,14.3893097,Via Cocumella,,
3167632-hotel-la-pergola-001948,Hotel La Pergola,hotel,,3167632,Sant'Agnello,Campania,40.6311736,14.3896276,Vico Primo Rota,,
3167632-hotel-mediterraneo-001949,Hotel Mediterraneo,hotel,,3167632,Sant'Agnello,Campania,40.6346908,14.3904532,Corso Marion Crawford,,
3167632-la-terrazza-family-holidays-001950,La Terrazza Family Holidays,guest_house,,3167632,Sant'Agnello,Campania,40.6253967,14.4028704,via Occulto,,
3167632-seven-hostel-001951,Seven Hostel,hostel,,3167632,Sant'Agnello,Campania,40.6347927,14.4001697,Via Iommella Grande,,
3167632-villa-crawford-001952,Villa Crawford,hotel,,3167632,Sant'Agnello,Campania,40.6363,14.3918082,Via Nuovo Rione Cappuccini,,
3167632-villa-vittoria-001953,Villa Vittoria,hotel,,3167632,Sant'Agnello,Campania,40.6323654,14.3906327,Via Cocumella,,
3167634-centro-di-spiritualita-e-cultura-papa-lu-001954,Centro di Spiritualità e Cultura Papa Luciani,apartment,,3167634,Santa Giustina,Veneto,46.0845966,12.0268077,via Col Cumano,,
3167634-oasi-bethlehem-001955,Oasi Bethlehem,guest_house,,3167634,Santa Giustina,Veneto,46.0863639,12.0257278,Via Col Cumano,,
3167636-centro-di-spiritualita-e-cultura-papa-lu-001956,Centro di Spiritualità e Cultura Papa Luciani,apartment,,3167636,Santa Giustina,Liguria,46.0845966,12.0268077,via Col Cumano,,
3167636-oasi-bethlehem-001957,Oasi Bethlehem,guest_house,,3167636,Santa Giustina,Liguria,46.0863639,12.0257278,Via Col Cumano,,
3167637-centro-di-spiritualita-e-cultura-papa-lu-001958,Centro di Spiritualità e Cultura Papa Luciani,apartment,,3167637,Santa Giustina,Emilia-Romagna,46.0845966,12.0268077,via Col Cumano,,
3167637-oasi-bethlehem-001959,Oasi Bethlehem,guest_house,,3167637,Santa Giustina,Emilia-Romagna,46.0863639,12.0257278,Via Col Cumano,,
3167644-hotel-iaccarino-001960,Hotel Iaccarino,hotel,4.0,3167644,Sant'Agata sui Due Golfi,Campania,40.6085823,14.3748068,Via Nastro Verde,,
3167647-b-b-ai-confini-del-sannio-001961,B&B Ai Confini del Sannio,guest_house,,3167647,Sant'Agata de'Goti,Campania,41.0889275,14.4977174,Via Domenico Mustilli,,
3167647-bellevue-apartments-001962,Bellevue Apartments,apartment,,3167647,Sant'Agata de'Goti,Campania,41.0893916,14.5022058,Viale Vittorio Emanuele III,,
3167647-la-suite-degli-angeli-001963,La Suite degli Angeli,apartment,,3167647,Sant'Agata de'Goti,Campania,41.091451,14.5033817,Via Martorano,,
3167648-maggi-001964,Maggi,guest_house,,3167648,Sant'Agata Bolognese,Emilia-Romagna,44.6566747,11.1129221,Via Montirone,,
3167658-casalfredo-001965,CasAlfredo,guest_house,,3167658,Santa Croce sull'Arno,Toscana,43.7363723,10.757808,Via di Poggio Adorno,,
3167658-casalina-001966,Casalina,guest_house,,3167658,Santa Croce sull'Arno,Toscana,43.7363931,10.7578723,Via di Poggio Adorno,,
3167680-tlusel-001967,Tlusel,apartment,,3167680,Santa Cristina Valgardena,Trentino-Alto Adige/Südtirol,46.5618037,11.7327485,Streda Plan Da Tieja,,
3167680-villa-sella-001968,Villa Sella,apartment,,3167680,Santa Cristina Valgardena,Trentino-Alto Adige/Südtirol,46.5620171,11.7341799,Streda Raiser,,
3167690-rifugio-paradiso-001969,Rifugio Paradiso,hotel,,3167690,Santa Caterina,Lombardia,46.405619,10.4901778,,,
3167727-hotel-rastbichler-001970,Hotel Rastbichler,hotel,,3167727,San Sigismondo,Trentino-Alto Adige/Südtirol,46.8079343,11.8095296,Via Valle Pusteria,,
3167727-leitnerhof-001971,Leitnerhof,apartment,,3167727,San Sigismondo,Trentino-Alto Adige/Südtirol,46.8348086,11.8235277,Schneebergstraße - Via Schneeberg,,
3167727-taubers-bio-vitalhotel-001972,Tauber's Bio Vitalhotel,hotel,,3167727,San Sigismondo,Trentino-Alto Adige/Südtirol,46.8095409,11.8100721,Pustertaler Straße - Via Valle Pusteria,,
3167732-hotel-ristorante-due-torri-001973,Hotel Ristorante Due Torri,hotel,3.0,3167732,San Severino Marche,Marche,43.2254075,13.177017,Via San Francesco,,
3167732-la-collina-dei-ciliegi-001974,La Collina dei ciliegi,guest_house,,3167732,San Severino Marche,Marche,43.2999092,13.2098646,Località Gaglianvecchio,,
3167732-la-sorgente-del-sole-001975,La Sorgente del Sole,guest_house,,3167732,San Severino Marche,Marche,43.2578677,13.1399175,,+39 0733 645298,
3167732-le-farfalle-001976,Le Farfalle,camp_site,,3167732,San Severino Marche,Marche,43.2702877,13.1613217,Contrada San Mauro,+39 3317320295,
3167733-bosco-magnano-001977,Bosco Magnano,hotel,,3167733,San Severino Lucano,Basilicata,40.050904,16.1259485,Località Bosco Magnano,,
3167733-i-fiori-del-pollino-001978,I fiori del Pollino,guest_house,,3167733,San Severino Lucano,Basilicata,40.0073457,16.1643867,C.da CELANI,,
3167736-agriturismo-il-castiglione-001979,Agriturismo il Castiglione,hotel,3.0,3167736,Sansepolcro,Toscana,43.5921609,12.1629794,Via Basilica,,
